번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
416, 19-002571, 횡성둔내아모리움, , 012-2067-3045, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061116, 0629 061203
417, 19-002572, 횡성둔내아모리움, , 012-2067-3298, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061204, 0629 061251
426, 16-000334, 마포신라스테이호텔, , 012-2074-2367, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061252, 0629 061339
427, 16-000334, 마포신라스테이호텔, , 012-2074-2367, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061340, 0629 061427
428, 16-000334, 마포신라스테이호텔, , 012-2074-2367, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061427, 0629 061515
429, 16-000334, 마포신라스테이호텔, , 012-2074-2367, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061515, 0629 061602
430, 16-000334, 마포신라스테이호텔, , 012-2074-2367, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061603, 0629 061650
431, 16-002583, 용산동부센트레빌아스테리움, , 012-2434-1392, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061651, 0629 061738
432, 16-002583, 용산동부센트레빌아스테리움, , 012-2434-1392, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061739, 0629 061826
433, 16-002583, 용산동부센트레빌아스테리움, , 012-2434-1392, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061827, 0629 061914
434, 16-002583, 용산동부센트레빌아스테리움, , 012-2434-1392, RMSDAS 접속 시간 초과(45초), , 5, , 0629 061914, 0629 062002
435, 16-002584, 용산동부센트레빌아스테리움, , 012-2434-1393, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062002, 0629 062047
436, 16-002584, 용산동부센트레빌아스테리움, , 012-2434-1393, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062048, 0629 062135
437, 16-002584, 용산동부센트레빌아스테리움, , 012-2434-1393, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062136, 0629 062223
438, 16-002584, 용산동부센트레빌아스테리움, , 012-2434-1393, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062224, 0629 062311
439, 14-009722, 서울도봉동북부지방법원청사, , 012-2014-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062312, 0629 062359
440, 14-009722, 서울도봉동북부지방법원청사, , 012-2014-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062359, 0629 062447
441, 14-009722, 서울도봉동북부지방법원청사, , 012-2014-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062447, 0629 062534
442, 14-009712, 서울도봉동북부지방법원청사, , 012-2013-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062535, 0629 062622
443, 14-009712, 서울도봉동북부지방법원청사, , 012-2013-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062623, 0629 062710
444, 14-009712, 서울도봉동북부지방법원청사, , 012-2013-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062711, 0629 062758
445, 14-009712, 서울도봉동북부지방법원청사, , 012-2013-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062759, 0629 062846
446, 14-009712, 서울도봉동북부지방법원청사, , 012-2013-1149, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062847, 0629 062934
451, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 062934, 0629 063022
452, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063022, 0629 063109
453, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063110, 0629 063157
454, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063158, 0629 063245
455, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063246, 0629 063333
456, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063334, 0629 063421
457, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063422, 0629 063509
458, 16-001578, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063510, 0629 063557
459, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063557, 0629 063645
460, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063645, 0629 063733
461, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063733, 0629 063820
462, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063821, 0629 063908
463, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063909, 0629 063956
464, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 063957, 0629 064042
465, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064043, 0629 064130
466, 16-001402, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0455, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064131, 0629 064218
467, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064219, 0629 064304
468, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064304, 0629 064352
469, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064352, 0629 064440
470, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064440, 0629 064527
471, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064528, 0629 064613
472, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064614, 0629 064701
473, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064702, 0629 064749
474, 16-001579, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0458, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064750, 0629 064837
485, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064837, 0629 064925
486, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 064925, 0629 065012
487, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065013, 0629 065100
488, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065101, 0629 065146
489, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065147, 0629 065234
490, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065235, 0629 065322
491, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065323, 0629 065410
492, 17-002332, 부천삼정동쌍용테크노파크3차[식별번호:1-4, , 012-2016-3606, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065410, 0629 065458
504, 15-000478, 대구이시아폴리스(더샵)4차, , 012-2058-8386, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065458, 0629 065545
505, 15-000478, 대구이시아폴리스(더샵)4차, , 012-2058-8386, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065546, 0629 065633
506, 15-000478, 대구이시아폴리스(더샵)4차, , 012-2058-8386, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065634, 0629 065721
516, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065722, 0629 065809
517, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065810, 0629 065855
518, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065855, 0629 065943
519, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 065943, 0629 070030
520, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070031, 0629 070116
521, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070117, 0629 070204
522, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070205, 0629 070252
523, 14-024721, 범어숲화성파크드림S, , 012-2018-1960, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070253, 0629 070340
539, 19-003298, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070340, 0629 070428
540, 19-003299, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070428, 0629 070516
541, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070516, 0629 070604
542, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070604, 0629 070651
543, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070652, 0629 070739
544, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070740, 0629 070827
545, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070828, 0629 070915
546, 16-000425, 아산테크노벨리이지더원1단지아파트, , 012-2074-2468, RMSDAS 접속 시간 초과(45초), , 5, , 0629 070916, 0629 071001
589, 17-001941, 아산테크노벨리이지더원3단지아파트, , 012-2430-3200, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071001, 0629 071047
590, 17-001941, 아산테크노벨리이지더원3단지아파트, , 012-2430-3200, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071047, 0629 071134
591, 17-001941, 아산테크노벨리이지더원3단지아파트, , 012-2430-3200, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071135, 0629 071220
593, 17-001941, 아산테크노벨리이지더원3단지아파트, , 012-2430-3200, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071221, 0629 071308
594, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071309, 0629 071354
595, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071355, 0629 071442
596, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071442, 0629 071530
597, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071530, 0629 071615
598, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071616, 0629 071703
599, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071704, 0629 071749
600, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071750, 0629 071837
601, 18-001863, M-아산5차Ac3BL이지더원(충남아산이지더원8, , 012-2056-8627, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071838, 0629 071923
617, 16-000943, 정자동건영메디칼센터(정자메디컬센터), , 012-2404-4203, RMSDAS 접속 시간 초과(45초), , 5, , 0629 071923, 0629 072009
618, 16-003932, 상광교동광교구판장, , 012-2099-7085, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072009, 0629 072056
619, 17-000274, 하동오름프라자, , 012-2069-5098, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072057, 0629 072144
620, 17-000274, 하동오름프라자, , 012-2069-5098, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072145, 0629 072232
621, 17-001737, 연무동피카소힐, , 012-2069-3834, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072233, 0629 072320
622, 15-002769, 수원조원동평안교회교육관(2호기), , 012-2087-4755, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072321, 0629 072408
623, 17-004435, 율전동265-16, , 012-2403-4697, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072409, 0629 072456
624, 18-000628, 매교동28-18숙박시설비동, , 012-2474-4505, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072456, 0629 072544
625, 18-001147, 하광교동경동원, , 012-2073-8457, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072544, 0629 072631
628, 14-049211, 정자동429-22근생, , 012-2055-9074, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072632, 0629 072719
639, 14-059511, 고신대학교중앙도서관, , 012-2013-4967, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072720, 0629 072807
641, 14-063811, 퀸즈W1차(문현동다세대주택)/퀸즈W102동, , 012-2013-4972, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072808, 0629 072853
642, 14-066111, (드림빌리지)영주동12-19번지, , 012-2014-4590, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072854, 0629 072939
643, 14-052211, 대연동해모로원룸(대연동다가구), , 012-2011-4192, RMSDAS 접속 시간 초과(45초), , 5, , 0629 072939, 0629 073027
648, 14-133311, 서면KH마이하우스, , 012-2053-2423, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073027, 0629 073115
649, 14-133311, 서면KH마이하우스, , 012-2053-2423, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073115, 0629 073200
653, 15-500049, 중앙동국립부산검역소, , 012-2084-2763, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073201, 0629 073248
654, 15-500052, 충무동씨네모텔.깐느모텔, , 012-2084-2768, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073249, 0629 073334
659, 15-500056, 부전동화인빌딩, , 012-2084-2776, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073334, 0629 073422
662, 16-004403, (수정동아이뷰)수정동1161-2다가구/, , 012-2470-0869, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073423, 0629 073510
663, 17-002295, 홍보석/영도동삼동근생및다세대, , 012-2438-0631, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073510, 0629 073558
665, 17-004853, 이영주소아과 (D-BI동평로109근생), , 012-2477-2004, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073558, 0629 073646
667, 19-002002, 청학동84-41다세대, , 012-2433-4988, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073646, 0629 073731
669, 17-003880, BI수영동445-11근생, , 012-2461-2124, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073732, 0629 073819
670, 19-001766, 남천동 리투, , 012-2004-7951, RMSDAS 접속 시간 초과(45초), , 5, , 0629 073820, 0629 073907
672, 14-115822, 사직동근린생활시설(KRP빌딩), , 012-2059-0811, 다운로드 수신중 실패, , 5, , 0629 073908, 0629 074011
675, 16-500029, 사직동유로빌(목동오피스텔), , 012-2421-3986, RMSDAS 접속중 서버 연결 해제, , 5, , 0629 074012, 0629 074034
676, 17-002896, 신원행복빌(연산동867-35), , 012-2439-0475, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074035, 0629 074122
677, 17-004304, 연산동1143-2.3주거복합/성우로하스캐슬, , 012-2058-1398, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074122, 0629 074210
678, 16-000500, 안산고잔주공8단지아파트승강기교체공사, , 012-2048-5891, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074210, 0629 074255
679, 16-500027, 안산선부동상가(한국관)(중앙빌딩), , 012-2421-3970, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074256, 0629 074343
682, 20-200503, 조암리360-62, , 012-2047-2302, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074344, 0629 074431
715, 19-003431, 성내동519-12근생, , 012-2054-1469, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074432, 0629 074519
719, 15-000496, 도은빌딩(구.BI창원빌딩)(문정동116-4), , 012-2056-8390, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074520, 0629 074607
724, 15-001294, 성내동232-1외4필지(아크로시티), , 012-2042-1271, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074608, 0629 074655
725, 19-002763, 문정동86-23(행복파크빌), , 012-2042-1181, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074655, 0629 074743
726, 15-001385, 송파동97-21, , 012-2044-3761, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074743, 0629 074831
730, 15-003025, 문정동88-15, , 012-2095-3199, RMSDAS 접속 시간 초과(45초), , 5, , 0629 074939, 0629 075026
731, 16-000888, 문정동오피스(AJ사옥), , 012-2421-4032, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075027, 0629 075114
732, 16-000888, 문정동오피스(AJ사옥), , 012-2421-4032, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075114, 0629 075202
733, 16-000888, 문정동오피스(AJ사옥), , 012-2421-4032, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075202, 0629 075250
734, 16-000888, 문정동오피스(AJ사옥), , 012-2421-4032, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075250, 0629 075337
735, 16-000888, 문정동오피스(AJ사옥), , 012-2421-4032, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075338, 0629 075425
737, 19-002013, 문정동96-4주택, , 012-2098-5807, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075426, 0629 075513
745, 17-000793, 성내동112-21, , 012-2405-3505, RMSDAS 접속 시간 초과(45초), , 5, , 0629 075514, 0629 075601
